Search type: Characteristics
Shrub|Tree|Native - L48|Tennessee

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
CAPU9,,Castanea pumila (L.) Mill.,chinquapin
CABI8,,Catalpa bignonioides Walter,southern catalpa
CASP8,,Catalpa speciosa (Warder) Warder ex Engelm.,northern catalpa
CEAM,,Ceanothus americanus L.,New Jersey tea
CELA,,Celtis laevigata Willd.,sugarberry
CEOC,,Celtis occidentalis L.,common hackberry
CEOC2,,Cephalanthus occidentalis L.,common buttonbush
CECA4,,Cercis canadensis L.,eastern redbud
CHVI3,,Chionanthus virginicus L.,white fringetree
CLKE,,Cladrastis kentukea (Dum. Cours.) Rudd,Kentucky yellowwood
CLAL3,,Clethra alnifolia L.,coastal sweetpepperbush
COPE80,,Comptonia peregrina (L.) J.M. Coult.,sweet fern
COAL2,,Cornus alternifolia L. f.,alternateleaf dogwood
COAM2,,Cornus amomum Mill.,silky dogwood
CODR,,Cornus drummondii C.A. Mey.,roughleaf dogwood
COFL2,,Cornus florida L.,flowering dogwood
COFO,,Cornus foemina Mill.,stiff dogwood
COAM3,,Corylus americana Walter,American hazelnut
COCO6,,Corylus cornuta Marshall,beaked hazelnut
CRCR2,,Crataegus crus-galli L.,cockspur hawthorn
CRMA5,,Crataegus marshallii Eggl.,parsley hawthorn
CRPH,,Crataegus phaenopyrum (L. f.) Medik.,Washington hawthorn
CRVI2,,Crataegus viridis L.,green hawthorn
DEVE,,Decodon verticillatus (L.) Elliott,swamp loosestrife
DILO,,Diervilla lonicera Mill.,northern bush honeysuckle
DIVI5,,Diospyros virginiana L.,common persimmon
EURA14,,Eubotrys racemosus (L.) Nutt.,swamp doghobble
EURA14,LERA4,Leucothoe racemosa (L.) A. Gray,
EUAT5,,Euonymus atropurpureus Jacq.,burningbush
EUAT5,EUAT3,"Euonymus atropurpurea Jacq., orth. var.",
FAGR,,Fagus grandifolia Ehrh.,American beech
FOAC,,Forestiera acuminata (Michx.) Poir.,eastern swampprivet
FRCA13,,Frangula caroliniana (Walter) A. Gray,Carolina buckthorn
FRAM2,,Fraxinus americana L.,white ash
FRPE,,Fraxinus pennsylvanica Marshall,green ash
FRPR,,Fraxinus profunda (Bush) Bush,pumpkin ash
GAPR2,,Gaultheria procumbens L.,eastern teaberry
GABA,,Gaylussacia baccata (Wangenh.) K. Koch,black huckleberry
GADU,,Gaylussacia dumosa (Andrews) Torr. & A. Gray,dwarf huckleberry
GAFR2,,Gaylussacia frondosa (L.) Torr. & A. Gray ex Torr.,blue huckleberry
GLAQ,,Gleditsia aquatica Marshall,water locust
GLTR,,Gleditsia triacanthos L.,honeylocust
GYDI,,Gymnocladus dioicus (L.) K. Koch,Kentucky coffeetree
HAVI4,,Hamamelis virginiana L.,American witchhazel
HYQU3,,Hydrangea quercifolia W. Bartram,oakleaf hydrangea
HYCR3,,Hypericum crux-andreae (L.) Crantz,St. Peterswort
HYDE,,Hypericum densiflorum Pursh,bushy St. Johnswort
HYPR,,Hypericum prolificum L.,shrubby St. Johnswort
ILDE,,Ilex decidua Walter,possumhaw
ILOP,,Ilex opaca Aiton,American holly
ILVE,,Ilex verticillata (L.) A. Gray,common winterberry
ITVI,,Itea virginica L.,Virginia sweetspire
JUCI,,Juglans cinerea L.,butternut
JUNI,,Juglans nigra L.,black walnut
JUVI,,Juniperus virginiana L.,eastern redcedar
KALA,,Kalmia latifolia L.,mountain laurel
LEFO,,Leucothoe fontanesiana (Steud.) Sleumer,highland doghobble
LIBE3,,Lindera benzoin (L.) Blume,northern spicebush
LIST2,,Liquidambar styraciflua L.,sweetgum
LITU,,Liriodendron tulipifera L.,tuliptree
LYLI,,Lyonia ligustrina (L.) DC.,maleberry
MAPO,,Maclura pomifera (Raf.) C.K. Schneid.,Osage-orange
MAAC,,Magnolia acuminata (L.) L.,cucumber tree
MAFR,,Magnolia fraseri Walter,mountain magnolia
MAGR4,,Magnolia grandiflora L.,southern magnolia
MATR,,Magnolia tripetala (L.) L.,umbrella-tree
MAVI2,,Magnolia virginiana L.,sweetbay
MALUS,,Malus Mill.,apple
MORU2,,Morus rubra L.,red mulberry
NEAR5,,Nekemias arborea (L.) J. Wen & Boggan,peppervine
NEAR5,AMAR5,Ampelopsis arborea (L.) Koehne,
NYAQ2,,Nyssa aquatica L.,water tupelo
NYBI,,Nyssa biflora Walter,swamp tupelo
NYSY,,Nyssa sylvatica Marshall,blackgum
OSVI,,Ostrya virginiana (Mill.) K. Koch,hophornbeam
OXAR,,Oxydendrum arboreum (L.) DC.,sourwood
PHAU7,,Phragmites australis (Cav.) Trin. ex Steud.,common reed
PHOP,,"Physocarpus opulifolius (L.) Maxim., orth. cons.",common ninebark
PIRU,,Picea rubens Sarg.,red spruce
PIEC2,,Pinus echinata Mill.,shortleaf pine
PIPU5,,Pinus pungens Lamb.,Table Mountain pine
PIRI,,Pinus rigida Mill.,pitch pine
PIST,,Pinus strobus L.,eastern white pine
PITA,,Pinus taeda L.,loblolly pine
PIVI2,,Pinus virginiana Mill.,Virginia pine
PLAQ,,Planera aquatica J.F. Gmel.,planertree
PLOC,,Platanus occidentalis L.,American sycamore
POCA19,,Populus ×canadensis Moench (pro sp.) [deltoides × nigra],Carolina poplar
PODE3,,Populus deltoides W. Bartram ex Marshall,eastern cottonwood
POGR4,,Populus grandidentata Michx.,bigtooth aspen
POHE4,,Populus heterophylla L.,swamp cottonwood
PRAM,,Prunus americana Marshall,American plum
PRAN3,,Prunus angustifolia Marshall,Chickasaw plum
PRPE2,,Prunus pensylvanica L. f.,pin cherry
PRPU3,,Prunus pumila L.,sandcherry
PRSE2,,Prunus serotina Ehrh.,black cherry
PRVI,,Prunus virginiana L.,chokecherry
PTTR,,Ptelea trifoliata L.,common hoptree
QUAL,,Quercus alba L.,white oak
QUBI,,Quercus bicolor Willd.,swamp white oak
QUCO2,,Quercus coccinea Münchh.,scarlet oak
QUFA,,Quercus falcata Michx.,southern red oak
QUIM,,Quercus imbricaria Michx.,shingle oak
QULY,,Quercus lyrata Walter,overcup oak
QUMA2,,Quercus macrocarpa Michx.,bur oak
QUMA3,,Quercus marilandica Münchh.,blackjack oak
QUMI,,Quercus michauxii Nutt.,swamp chestnut oak
QUMO4,,Quercus montana Willd.,chestnut oak
QUMO4,QUPR2,"Quercus prinus L. p.p., nom. utique rej.",
QUMU,,Quercus muehlenbergii Engelm.,chinquapin oak
QUNI,,Quercus nigra L.,water oak
QUPA5,,Quercus pagoda Raf.,cherrybark oak
QUPA2,,Quercus palustris Münchh.,pin oak
QUPH,,Quercus phellos L.,willow oak
QURU,,Quercus rubra L.,northern red oak
QUSH,,Quercus shumardii Buckley,Shumard's oak
QUST,,Quercus stellata Wangenh.,post oak
QUTE,,Quercus texana Buckley,Nuttall oak
QUVE,,Quercus velutina Lam.,black oak
RHAL,,Rhamnus alnifolia L'Hér.,alderleaf buckthorn
RHAR3,,Rhododendron arborescens (Pursh) Torr.,smooth azalea
RHCA7,,Rhododendron canescens (Michx.) Sweet,mountain azalea
RHMA4,,Rhododendron maximum L.,great laurel
RHPE4,,Rhododendron periclymenoides (Michx.) Shinners,pink azalea
RHVI2,,Rhododendron viscosum (L.) Torr.,swamp azalea
RHCO,,Rhus copallinum L.,winged sumac
RHGL,,Rhus glabra L.,smooth sumac
RHTY,,Rhus typhina L.,staghorn sumac
RHTY,RHHI2,"Rhus hirta (L.) Sudw., nom. utique rej.",
RIAU,,Ribes aureum Pursh,golden currant
RIAUV,,Ribes aureum Pursh var. villosum DC.,golden currant
ROHIF8,,Robinia hispida L. var. fertilis (Ashe) R.T. Clausen,bristly locust
ROPS,,Robinia pseudoacacia L.,black locust
SACA5,,Salix caroliniana Michx.,coastal plain willow
SAER,,Salix eriocephala Michx.,Missouri River willow
SAHU2,,Salix humilis Marshall,prairie willow
SAIN3,,Salix interior Rowlee,sandbar willow
SANI,,Salix nigra Marshall,black willow
SASE,,Salix sericea Marshall,silky willow
SANIC4,,Sambucus nigra L. ssp. canadensis (L.) R. Bolli,American black elderberry
SARAR3,,Sambucus racemosa L. var. racemosa,red elderberry
SAAL5,,Sassafras albidum (Nutt.) Nees,sassafras
SILY,,Sideroxylon lycioides L.,buckthorn bully
SMBO2,,Smilax bona-nox L.,saw greenbrier
SMGL,,Smilax glauca Walter,cat greenbrier
SMLA,,Smilax laurifolia L.,laurel greenbrier
SMRO,,Smilax rotundifolia L.,roundleaf greenbrier
SMWA,,Smilax walteri Pursh,coral greenbrier
SOAM3,,Sorbus americana Marshall,American mountain ash
SPAL2,,Spiraea alba Du Roi,white meadowsweet
SPDO,,Spiraea douglasii Hook.,rose spirea
SPTO2,,Spiraea tomentosa L.,steeplebush
STAM4,,Styrax americanus Lam.,American snowbell
STGR4,,Styrax grandifolius Aiton,bigleaf snowbell
SYAL,,Symphoricarpos albus (L.) S.F. Blake,common snowberry
SYOR,,Symphoricarpos orbiculatus Moench,coralberry
SYTI,,Symplocos tinctoria (L.) L'Hér.,common sweetleaf
TADI2,,Taxodium distichum (L.) Rich.,bald cypress
TACA7,,Taxus canadensis Marshall,Canada yew
THOC2,,Thuja occidentalis L.,arborvitae
TIAM,,Tilia americana L.,American basswood
TIAMH,,Tilia americana L. var. heterophylla (Vent.) Loudon,American basswood
TSCA,,Tsuga canadensis (L.) Carrière,eastern hemlock
TSCA2,,Tsuga caroliniana Engelm.,Carolina hemlock
ULAL,,Ulmus alata Michx.,winged elm
ULAM,,Ulmus americana L.,American elm
ULCR,,Ulmus crassifolia Nutt.,cedar elm
ULRU,,Ulmus rubra Muhl.,slippery elm
ULSE,,Ulmus serotina Sarg.,September elm
ULTH,,Ulmus thomasii Sarg.,rock elm
VAAN,,Vaccinium angustifolium Aiton,lowbush blueberry
VAAR,,Vaccinium arboreum Marshall,farkleberry
VACO,,Vaccinium corymbosum L.,highbush blueberry
VAEL,,Vaccinium elliottii Chapm.,Elliott's blueberry
VAST,,Vaccinium stamineum L.,deerberry
VIAC,,Viburnum acerifolium L.,mapleleaf viburnum
VIDED4,,Viburnum dentatum L. var. dentatum,southern arrowwood
VILA11,,Viburnum lantanoides Michx.,hobblebush
VINUC,,Viburnum nudum L. var. cassinoides (L.) Torr. & A. Gray,withe-rod
VIOP,,Viburnum opulus L.,European cranberrybush
VIPR,,Viburnum prunifolium L.,blackhaw
VIRA,,Viburnum rafinesqueanum Schult.,downy arrowwood
VIRE7,,Viburnum recognitum Fernald,southern arrowwood
VIRE7,VIDEL,Viburnum dentatum L. var. lucidum Aiton,
