Search type: Characteristics
Shrub|Tree|Native - L48|Florida

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
TOTA,,Torreya taxifolia Arn.,Florida nutmeg
TRMI2,,Trema micrantha (L.) Blume,Jamaican nettletree
ULAL,,Ulmus alata Michx.,winged elm
ULAM,,Ulmus americana L.,American elm
ULCR,,Ulmus crassifolia Nutt.,cedar elm
ULRU,,Ulmus rubra Muhl.,slippery elm
VAAR,,Vaccinium arboreum Marshall,farkleberry
VACO,,Vaccinium corymbosum L.,highbush blueberry
VAEL,,Vaccinium elliottii Chapm.,Elliott's blueberry
VAST,,Vaccinium stamineum L.,deerberry
VIAC,,Viburnum acerifolium L.,mapleleaf viburnum
VIDED4,,Viburnum dentatum L. var. dentatum,southern arrowwood
VIOB,,Viburnum obovatum Walter,small-leaf arrowwood
VIRE7,,Viburnum recognitum Fernald,southern arrowwood
VIRE7,VIDEL,Viburnum dentatum L. var. lucidum Aiton,
YUAL,,Yucca aloifolia L.,aloe yucca
