Search type: Characteristics
Shrub|Tree|Native - L48|Utah

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
PHMA5,,Physocarpus malvaceus (Greene) Kuntze,mallow ninebark
PIEN,,Picea engelmannii Parry ex Engelm.,Engelmann spruce
PIPU,,Picea pungens Engelm.,blue spruce
PIDE4,,Picrothamnus desertorum Nutt.,bud sagebrush
PICO,,Pinus contorta Douglas ex Loudon,lodgepole pine
PIED,,Pinus edulis Engelm.,twoneedle pinyon
PIFL2,,Pinus flexilis James,limber pine
PIMO,,Pinus monophylla Torr. & Frém.,singleleaf pinyon
PIMO3,,Pinus monticola Douglas ex D. Don,western white pine
PIPO,,Pinus ponderosa Lawson & C. Lawson,ponderosa pine
POCA19,,Populus ×canadensis Moench (pro sp.) [deltoides × nigra],Carolina poplar
POAN3,,Populus angustifolia James,narrowleaf cottonwood
POBA2,,Populus balsamifera L.,balsam poplar
POBAT,,Populus balsamifera L. ssp. trichocarpa (Torr. & A. Gray ex Hook.) Brayshaw,black cottonwood
PODE3,,Populus deltoides W. Bartram ex Marshall,eastern cottonwood
POFR2,,Populus fremontii S. Watson,Fremont cottonwood
POTR5,,Populus tremuloides Michx.,quaking aspen
PRPU,,Prosopis pubescens Benth.,screwbean mesquite
PRAM,,Prunus americana Marshall,American plum
PREM,,Prunus emarginata (Douglas ex Hook.) D. Dietr.,bitter cherry
PRFA,,Prunus fasciculata (Torr.) A. Gray,desert almond
PRPU3,,Prunus pumila L.,sandcherry
PRPUB,,Prunus pumila L. var. besseyi (L.H. Bailey) Gleason,western sandcherry
PRVI,,Prunus virginiana L.,chokecherry
PSME,,Pseudotsuga menziesii (Mirb.) Franco,Douglas-fir
PSMEG,,Pseudotsuga menziesii (Mirb.) Franco var. glauca (Beissn.) Franco,Rocky Mountain Douglas-fir
PTTR,,Ptelea trifoliata L.,common hoptree
PUGL2,,Purshia glandulosa Curran,desert bitterbrush
PUST,,Purshia stansburiana (Torr.) Henrickson,Stansbury cliffrose
PUTR2,,Purshia tridentata (Pursh) DC.,antelope bitterbrush
QUGA,,Quercus gambelii Nutt.,Gambel oak
QUVI,,Quercus virginiana Mill.,live oak
RHAL,,Rhamnus alnifolia L'Hér.,alderleaf buckthorn
RHGL,,Rhus glabra L.,smooth sumac
RHTR,,Rhus trilobata Nutt.,skunkbush sumac
RHTY,,Rhus typhina L.,staghorn sumac
RHTY,RHHI2,"Rhus hirta (L.) Sudw., nom. utique rej.",
RIAU,,Ribes aureum Pursh,golden currant
RICE,,Ribes cereum Douglas,wax currant
RIHU,,Ribes hudsonianum Richardson,northern black currant
RIIN2,,Ribes inerme Rydb.,whitestem gooseberry
RILA,,Ribes lacustre (Pers.) Poir.,prickly currant
RIMO2,,Ribes montigenum McClatchie,gooseberry currant
RIVI3,,Ribes viscosissimum Pursh,sticky currant
ROHIF8,,Robinia hispida L. var. fertilis (Ashe) R.T. Clausen,bristly locust
RONE,,Robinia neomexicana A. Gray,New Mexico locust
ROPS,,Robinia pseudoacacia L.,black locust
SAAM2,,Salix amygdaloides Andersson,peachleaf willow
SABE2,,Salix bebbiana Sarg.,Bebb willow
SABO2,,Salix boothii Dorn,Booth's willow
SABR,,Salix brachycarpa Nutt.,shortfruit willow
SADR,,Salix drummondiana Barratt ex Hook.,Drummond's willow
SAEX,,Salix exigua Nutt.,narrowleaf willow
SAGE2,,Salix geyeriana Andersson,Geyer willow
SAGL,,Salix glauca L.,grayleaf willow
SAGO,,Salix gooddingii C.R. Ball,Goodding's willow
SALA6,,Salix lasiolepis Benth.,arroyo willow
SALI,,Salix ligulifolia (C.R. Ball) C.R. Ball ex C.K. Schneid.,strapleaf willow
SALU,,Salix lucida Muhl.,shining willow
SALUL,,Salix lucida Muhl. ssp. lasiandra (Benth.) A.E. Murray,Pacific willow
SALU2,,Salix lutea Nutt.,yellow willow
SAMO2,,Salix monticola Bebb,park willow
SAPL2,,Salix planifolia Pursh,diamondleaf willow
SAPR3,,Salix prolixa Andersson,MacKenzie's willow
SASC,,Salix scouleriana Barratt ex Hook.,Scouler's willow
SADO4,,Salvia dorrii (Kellogg) Abrams,purple sage
SANIC5,,Sambucus nigra L. ssp. cerulea (Raf.) R. Bolli,blue elderberry
SARAR3,,Sambucus racemosa L. var. racemosa,red elderberry
SAVE4,,Sarcobatus vermiculatus (Hook.) Torr.,greasewood
SEGR4,,Senegalia greggii (A. Gray) Britton & Rose,catclaw acacia
SEGR4,ACGR,Acacia greggii A. Gray,
SHAR,,Shepherdia argentea (Pursh) Nutt.,silver buffaloberry
SHCA,,Shepherdia canadensis (L.) Nutt.,russet buffaloberry
SICH,,Simmondsia chinensis (Link) C.K. Schneid.,jojoba
SOSC2,,Sorbus scopulina Greene,Greene's mountain ash
SYAL,,Symphoricarpos albus (L.) S.F. Blake,common snowberry
SYOC,,Symphoricarpos occidentalis Hook.,western snowberry
SYOR,,Symphoricarpos orbiculatus Moench,coralberry
SYOR2,,Symphoricarpos oreophilus A. Gray,mountain snowberry
TECA2,,Tetradymia canescens DC.,spineless horsebrush
TEGL,,Tetradymia glabrata Torr. & A. Gray,littleleaf horsebrush
TESP2,,Tetradymia spinosa Hook. & Arn.,shortspine horsebrush
VACE,,Vaccinium cespitosum Michx.,dwarf bilberry
VACE,VACA13,"Vaccinium caespitosum Michx., orth. var.",
VAME,,Vaccinium membranaceum Douglas ex Torr.,thinleaf huckleberry
VASC,,Vaccinium scoparium Leiberg ex Coville,grouse whortleberry
VAUL,,Vaccinium uliginosum L.,bog blueberry
YUBA,,Yucca baccata Torr.,banana yucca
YUBRB,,Yucca brevifolia Engelm. var. brevifolia,Joshua tree
YUEL,,Yucca elata (Engelm.) Engelm.,soaptree yucca
