Search type: Characteristics
Shrub|Tree|Native - L48|Wyoming

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
PSMEG,,Pseudotsuga menziesii (Mirb.) Franco var. glauca (Beissn.) Franco,Rocky Mountain Douglas-fir
PUTR2,,Purshia tridentata (Pursh) DC.,antelope bitterbrush
QUGA,,Quercus gambelii Nutt.,Gambel oak
QUMA2,,Quercus macrocarpa Michx.,bur oak
RHAL,,Rhamnus alnifolia L'Hér.,alderleaf buckthorn
RHGL,,Rhus glabra L.,smooth sumac
RHTR,,Rhus trilobata Nutt.,skunkbush sumac
RIAM2,,Ribes americanum Mill.,American black currant
RIAU,,Ribes aureum Pursh,golden currant
RIAUV,,Ribes aureum Pursh var. villosum DC.,golden currant
RICE,,Ribes cereum Douglas,wax currant
RIHU,,Ribes hudsonianum Richardson,northern black currant
RIIN2,,Ribes inerme Rydb.,whitestem gooseberry
RILA,,Ribes lacustre (Pers.) Poir.,prickly currant
RIMO2,,Ribes montigenum McClatchie,gooseberry currant
RIVI3,,Ribes viscosissimum Pursh,sticky currant
RONE,,Robinia neomexicana A. Gray,New Mexico locust
ROPS,,Robinia pseudoacacia L.,black locust
SAAM2,,Salix amygdaloides Andersson,peachleaf willow
SABA3,,Salix barclayi Andersson,Barclay's willow
SABE2,,Salix bebbiana Sarg.,Bebb willow
SABO2,,Salix boothii Dorn,Booth's willow
SABR,,Salix brachycarpa Nutt.,shortfruit willow
SACA4,,Salix candida Flueggé ex Willd.,sageleaf willow
SADI,,Salix discolor Muhl.,pussy willow
SADR,,Salix drummondiana Barratt ex Hook.,Drummond's willow
SAEX,,Salix exigua Nutt.,narrowleaf willow
SAGE2,,Salix geyeriana Andersson,Geyer willow
SAGL,,Salix glauca L.,grayleaf willow
SAIN3,,Salix interior Rowlee,sandbar willow
SAIR,,Salix irrorata Andersson,dewystem willow
SALE,,Salix lemmonii Bebb,Lemmon's willow
SALI,,Salix ligulifolia (C.R. Ball) C.R. Ball ex C.K. Schneid.,strapleaf willow
SALU,,Salix lucida Muhl.,shining willow
SALU2,,Salix lutea Nutt.,yellow willow
SAMO2,,Salix monticola Bebb,park willow
SAOR,,Salix orestera C.K. Schneid.,Sierra willow
SAPL2,,Salix planifolia Pursh,diamondleaf willow
SAPR3,,Salix prolixa Andersson,MacKenzie's willow
SARO2,,Salix rotundifolia Trautv.,least willow
SASC,,Salix scouleriana Barratt ex Hook.,Scouler's willow
SANIC4,,Sambucus nigra L. ssp. canadensis (L.) R. Bolli,American black elderberry
SANIC5,,Sambucus nigra L. ssp. cerulea (Raf.) R. Bolli,blue elderberry
SARAR3,,Sambucus racemosa L. var. racemosa,red elderberry
SAVE4,,Sarcobatus vermiculatus (Hook.) Torr.,greasewood
SHAR,,Shepherdia argentea (Pursh) Nutt.,silver buffaloberry
SHCA,,Shepherdia canadensis (L.) Nutt.,russet buffaloberry
SMGL,,Smilax glauca Walter,cat greenbrier
SOSC2,,Sorbus scopulina Greene,Greene's mountain ash
SYAL,,Symphoricarpos albus (L.) S.F. Blake,common snowberry
SYOC,,Symphoricarpos occidentalis Hook.,western snowberry
SYOR2,,Symphoricarpos oreophilus A. Gray,mountain snowberry
TECA2,,Tetradymia canescens DC.,spineless horsebrush
TESP2,,Tetradymia spinosa Hook. & Arn.,shortspine horsebrush
ULAM,,Ulmus americana L.,American elm
VACE,,Vaccinium cespitosum Michx.,dwarf bilberry
VACE,VACA13,"Vaccinium caespitosum Michx., orth. var.",
VAME,,Vaccinium membranaceum Douglas ex Torr.,thinleaf huckleberry
VASC,,Vaccinium scoparium Leiberg ex Coville,grouse whortleberry
VAUL,,Vaccinium uliginosum L.,bog blueberry
VIED,,Viburnum edule (Michx.) Raf.,squashberry
VILE,,Viburnum lentago L.,nannyberry
VIOP,,Viburnum opulus L.,European cranberrybush
VIOPA2,,Viburnum opulus L. var. americanum Aiton,American cranberrybush
YUGL,,Yucca glauca Nutt.,soapweed yucca
