Search type: Characteristics
Shrub|Tree|Native - L48|Idaho

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
ATCO,,Atriplex confertifolia (Torr. & Frém.) S. Watson,shadscale saltbush
ATFA,,Atriplex falcata (M.E. Jones) Standl.,sickle saltbush
ATGA,,Atriplex gardneri (Moq.) D. Dietr.,Gardner's saltbush
BENA,,Betula nana L.,dwarf birch
BEOC2,,Betula occidentalis Hook.,water birch
BEPA,,Betula papyrifera Marshall,paper birch
BEPU4,,Betula pumila L.,bog birch
CEPR,,Ceanothus prostratus Benth.,prostrate ceanothus
CESA,,Ceanothus sanguineus Pursh,redstem ceanothus
CEVE,,Ceanothus velutinus Douglas ex Hook.,snowbrush ceanothus
CELA,,Celtis laevigata Willd.,sugarberry
CELAR,,Celtis laevigata Willd. var. reticulata (Torr.) L.D. Benson,netleaf hackberry
CELE3,,Cercocarpus ledifolius Nutt.,curl-leaf mountain mahogany
CEMO2,,Cercocarpus montanus Raf.,alderleaf mountain mahogany
CHMI2,,Chamaebatiaria millefolium (Torr.) Maxim.,desert sweet
CHVI8,,Chrysothamnus viscidiflorus (Hook.) Nutt.,yellow rabbitbrush
COCA13,,Cornus canadensis L.,bunchberry dogwood
CONU4,,Cornus nuttallii Audubon ex Torr. & A. Gray,Pacific dogwood
COSEO,,Cornus sericea L. ssp. occidentalis (Torr. & A. Gray) Fosberg,western dogwood
COSES,,Cornus sericea L. ssp. sericea,redosier dogwood
COCO6,,Corylus cornuta Marshall,beaked hazelnut
CRDO2,,Crataegus douglasii Lindl.,black hawthorn
DAFRF,,Dasiphora fruticosa (L.) Rydb. ssp. floribunda (Pursh) Kartesz,shrubby cinquefoil
DAFRF,DAFL3,Dasiphora floribunda (Pursh) Raf.,
DRDR,,Dryas drummondii Richardson ex Hook.,Drummond's mountain-avens
DROC,,Dryas octopetala L.,eightpetal mountain-avens
ELCO,,Elaeagnus commutata Bernh. ex Rydb.,silverberry
ERMI4,,Eriogonum microthecum Nutt.,slender buckwheat
ERSP7,,Eriogonum sphaerocephalum Douglas ex Benth.,rock buckwheat
ERUM,,Eriogonum umbellatum Torr.,sulphur-flower buckwheat
FRPU7,,Frangula purshiana (DC.) A. Gray,Cascara buckthorn
GAHI2,,Gaultheria hispidula (L.) Muhl. ex Bigelow,creeping snowberry
GLTR,,Gleditsia triacanthos L.,honeylocust
GRSP,,Grayia spinosa (Hook.) Moq.,spiny hopsage
GUSA2,,Gutierrezia sarothrae (Pursh) Britton & Rusby,broom snakeweed
HODI,,Holodiscus discolor (Pursh) Maxim.,oceanspray
HODU,,Holodiscus dumosus (Nutt. ex Hook.) A. Heller,rockspirea
JUCO6,,Juniperus communis L.,common juniper
JUOC,,Juniperus occidentalis Hook.,western juniper
JUOS,,Juniperus osteosperma (Torr.) Little,Utah juniper
JUSC2,,Juniperus scopulorum Sarg.,Rocky Mountain juniper
KAMI,,Kalmia microphylla (Hook.) A. Heller,alpine laurel
KRLA2,,Krascheninnikovia lanata (Pursh) A. Meeuse & Smit,winterfat
LALY,,Larix lyallii Parl.,subalpine larch
LAOC,,Larix occidentalis Nutt.,western larch
LEGL,,Ledum glandulosum Nutt.,western Labrador tea
LEGR,,Ledum groenlandicum Oeder,bog Labrador tea
LOIN5,,Lonicera involucrata (Richardson) Banks ex Spreng.,twinberry honeysuckle
LOUT2,,Lonicera utahensis S. Watson,Utah honeysuckle
MAAQ2,,Mahonia aquifolium (Pursh) Nutt.,hollyleaved barberry
MANE2,,Mahonia nervosa (Pursh) Nutt.,Cascade barberry
MARE11,,Mahonia repens (Lindl.) G. Don,creeping barberry
OPPO,,Opuntia polyacantha Haw.,plains pricklypear
PEVE2,,Penstemon venustus Douglas ex Lindl.,Venus penstemon
PHLE4,,Philadelphus lewisii Pursh,Lewis' mock orange
PHAU7,,Phragmites australis (Cav.) Trin. ex Steud.,common reed
PHCA11,,Physocarpus capitatus (Pursh) Kuntze,Pacific ninebark
PHMA5,,Physocarpus malvaceus (Greene) Kuntze,mallow ninebark
PIEN,,Picea engelmannii Parry ex Engelm.,Engelmann spruce
PIGL,,Picea glauca (Moench) Voss,white spruce
PIPU,,Picea pungens Engelm.,blue spruce
PIDE4,,Picrothamnus desertorum Nutt.,bud sagebrush
PIAL,,Pinus albicaulis Engelm.,whitebark pine
PICO,,Pinus contorta Douglas ex Loudon,lodgepole pine
PIFL2,,Pinus flexilis James,limber pine
PIMO,,Pinus monophylla Torr. & Frém.,singleleaf pinyon
PIMO3,,Pinus monticola Douglas ex D. Don,western white pine
PIPO,,Pinus ponderosa Lawson & C. Lawson,ponderosa pine
POAN3,,Populus angustifolia James,narrowleaf cottonwood
POBA2,,Populus balsamifera L.,balsam poplar
POBAT,,Populus balsamifera L. ssp. trichocarpa (Torr. & A. Gray ex Hook.) Brayshaw,black cottonwood
POTR5,,Populus tremuloides Michx.,quaking aspen
PREM,,Prunus emarginata (Douglas ex Hook.) D. Dietr.,bitter cherry
PRVI,,Prunus virginiana L.,chokecherry
PRVID,,Prunus virginiana L. var. demissa (Nutt.) Torr.,western chokecherry
PSME,,Pseudotsuga menziesii (Mirb.) Franco,Douglas-fir
PSMEG,,Pseudotsuga menziesii (Mirb.) Franco var. glauca (Beissn.) Franco,Rocky Mountain Douglas-fir
PUST,,Purshia stansburiana (Torr.) Henrickson,Stansbury cliffrose
PUTR2,,Purshia tridentata (Pursh) DC.,antelope bitterbrush
RHAL,,Rhamnus alnifolia L'Hér.,alderleaf buckthorn
RHAL2,,Rhododendron albiflorum Hook.,Cascade azalea
RHGL,,Rhus glabra L.,smooth sumac
RHTR,,Rhus trilobata Nutt.,skunkbush sumac
RIAU,,Ribes aureum Pursh,golden currant
RICE,,Ribes cereum Douglas,wax currant
RIHU,,Ribes hudsonianum Richardson,northern black currant
RIIN2,,Ribes inerme Rydb.,whitestem gooseberry
RILA,,Ribes lacustre (Pers.) Poir.,prickly currant
RIMO2,,Ribes montigenum McClatchie,gooseberry currant
RISA,,Ribes sanguineum Pursh,redflower currant
RIVI3,,Ribes viscosissimum Pursh,sticky currant
ROPS,,Robinia pseudoacacia L.,black locust
SAAM2,,Salix amygdaloides Andersson,peachleaf willow
SABA3,,Salix barclayi Andersson,Barclay's willow
SABE2,,Salix bebbiana Sarg.,Bebb willow
SABO2,,Salix boothii Dorn,Booth's willow
SABR,,Salix brachycarpa Nutt.,shortfruit willow
SACA4,,Salix candida Flueggé ex Willd.,sageleaf willow
SACO2,,Salix commutata Bebb,undergreen willow
SADR,,Salix drummondiana Barratt ex Hook.,Drummond's willow
SAEX,,Salix exigua Nutt.,narrowleaf willow
SAGE2,,Salix geyeriana Andersson,Geyer willow
SAGL,,Salix glauca L.,grayleaf willow
SALA6,,Salix lasiolepis Benth.,arroyo willow
SALE,,Salix lemmonii Bebb,Lemmon's willow
SALU,,Salix lucida Muhl.,shining willow
SALUL,,Salix lucida Muhl. ssp. lasiandra (Benth.) A.E. Murray,Pacific willow
SALU2,,Salix lutea Nutt.,yellow willow
SAPL2,,Salix planifolia Pursh,diamondleaf willow
SAPR3,,Salix prolixa Andersson,MacKenzie's willow
SASC,,Salix scouleriana Barratt ex Hook.,Scouler's willow
SASI2,,Salix sitchensis Sanson ex Bong.,Sitka willow
SADO4,,Salvia dorrii (Kellogg) Abrams,purple sage
SANIC5,,Sambucus nigra L. ssp. cerulea (Raf.) R. Bolli,blue elderberry
SARAR3,,Sambucus racemosa L. var. racemosa,red elderberry
SAVE4,,Sarcobatus vermiculatus (Hook.) Torr.,greasewood
SHAR,,Shepherdia argentea (Pursh) Nutt.,silver buffaloberry
SHCA,,Shepherdia canadensis (L.) Nutt.,russet buffaloberry
SOSC2,,Sorbus scopulina Greene,Greene's mountain ash
SPBE2,,Spiraea betulifolia Pall.,white spirea
SPDO,,Spiraea douglasii Hook.,rose spirea
SYAL,,Symphoricarpos albus (L.) S.F. Blake,common snowberry
SYOC,,Symphoricarpos occidentalis Hook.,western snowberry
SYOR2,,Symphoricarpos oreophilus A. Gray,mountain snowberry
TABR2,,Taxus brevifolia Nutt.,Pacific yew
TECA2,,Tetradymia canescens DC.,spineless horsebrush
TEGL,,Tetradymia glabrata Torr. & A. Gray,littleleaf horsebrush
TESP2,,Tetradymia spinosa Hook. & Arn.,shortspine horsebrush
THPL,,Thuja plicata Donn ex D. Don,western redcedar
TSHE,,Tsuga heterophylla (Raf.) Sarg.,western hemlock
TSME,,Tsuga mertensiana (Bong.) Carrière,mountain hemlock
VACE,,Vaccinium cespitosum Michx.,dwarf bilberry
VACE,VACA13,"Vaccinium caespitosum Michx., orth. var.",
VAME,,Vaccinium membranaceum Douglas ex Torr.,thinleaf huckleberry
VAOV,,Vaccinium ovalifolium Sm.,oval-leaf blueberry
VASC,,Vaccinium scoparium Leiberg ex Coville,grouse whortleberry
VAUL,,Vaccinium uliginosum L.,bog blueberry
VIED,,Viburnum edule (Michx.) Raf.,squashberry
VIOP,,Viburnum opulus L.,European cranberrybush
VIOPA2,,Viburnum opulus L. var. americanum Aiton,American cranberrybush
