Search type: Characteristics
Shrub|Tree|Native - L48|Ohio

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
SADI,,Salix discolor Muhl.,pussy willow
SAER,,Salix eriocephala Michx.,Missouri River willow
SAHU2,,Salix humilis Marshall,prairie willow
SAIN3,,Salix interior Rowlee,sandbar willow
SALU,,Salix lucida Muhl.,shining willow
SANI,,Salix nigra Marshall,black willow
SASE,,Salix sericea Marshall,silky willow
SANIC4,,Sambucus nigra L. ssp. canadensis (L.) R. Bolli,American black elderberry
SARAR3,,Sambucus racemosa L. var. racemosa,red elderberry
SAAL5,,Sassafras albidum (Nutt.) Nees,sassafras
SHCA,,Shepherdia canadensis (L.) Nutt.,russet buffaloberry
SMBO2,,Smilax bona-nox L.,saw greenbrier
SMGL,,Smilax glauca Walter,cat greenbrier
SMRO,,Smilax rotundifolia L.,roundleaf greenbrier
SODE3,,Sorbus decora (Sarg.) C.K. Schneid.,northern mountain ash
SPAL2,,Spiraea alba Du Roi,white meadowsweet
SPTO2,,Spiraea tomentosa L.,steeplebush
STAM4,,Styrax americanus Lam.,American snowbell
STGR4,,Styrax grandifolius Aiton,bigleaf snowbell
SYAL,,Symphoricarpos albus (L.) S.F. Blake,common snowberry
SYOC,,Symphoricarpos occidentalis Hook.,western snowberry
SYOR,,Symphoricarpos orbiculatus Moench,coralberry
TADI2,,Taxodium distichum (L.) Rich.,bald cypress
TACA7,,Taxus canadensis Marshall,Canada yew
THOC2,,Thuja occidentalis L.,arborvitae
TIAM,,Tilia americana L.,American basswood
TIAMH,,Tilia americana L. var. heterophylla (Vent.) Loudon,American basswood
TSCA,,Tsuga canadensis (L.) Carrière,eastern hemlock
TSCA2,,Tsuga caroliniana Engelm.,Carolina hemlock
ULAM,,Ulmus americana L.,American elm
ULRU,,Ulmus rubra Muhl.,slippery elm
ULTH,,Ulmus thomasii Sarg.,rock elm
VAAN,,Vaccinium angustifolium Aiton,lowbush blueberry
VACO,,Vaccinium corymbosum L.,highbush blueberry
VAST,,Vaccinium stamineum L.,deerberry
VIAC,,Viburnum acerifolium L.,mapleleaf viburnum
VIDED4,,Viburnum dentatum L. var. dentatum,southern arrowwood
VILA11,,Viburnum lantanoides Michx.,hobblebush
VILE,,Viburnum lentago L.,nannyberry
VINUC,,Viburnum nudum L. var. cassinoides (L.) Torr. & A. Gray,withe-rod
VIOP,,Viburnum opulus L.,European cranberrybush
VIOPA2,,Viburnum opulus L. var. americanum Aiton,American cranberrybush
VIPR,,Viburnum prunifolium L.,blackhaw
VIRA,,Viburnum rafinesqueanum Schult.,downy arrowwood
VIRE7,,Viburnum recognitum Fernald,southern arrowwood
VIRE7,VIDEL,Viburnum dentatum L. var. lucidum Aiton,
