Search type: Characteristics
Shrub|Tree|Native - L48|Kansas

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
QUSH,,Quercus shumardii Buckley,Shumard's oak
QUST,,Quercus stellata Wangenh.,post oak
QUVE,,Quercus velutina Lam.,black oak
RHARS,,Rhus aromatica Aiton var. serotina (Greene) Rehder,fragrant sumac
RHCO,,Rhus copallinum L.,winged sumac
RHGL,,Rhus glabra L.,smooth sumac
RHTR,,Rhus trilobata Nutt.,skunkbush sumac
RHTY,,Rhus typhina L.,staghorn sumac
RHTY,RHHI2,"Rhus hirta (L.) Sudw., nom. utique rej.",
RIAU,,Ribes aureum Pursh,golden currant
RIAUV,,Ribes aureum Pursh var. villosum DC.,golden currant
ROPS,,Robinia pseudoacacia L.,black locust
SAAM2,,Salix amygdaloides Andersson,peachleaf willow
SACA5,,Salix caroliniana Michx.,coastal plain willow
SAER,,Salix eriocephala Michx.,Missouri River willow
SAEX,,Salix exigua Nutt.,narrowleaf willow
SAHU2,,Salix humilis Marshall,prairie willow
SAIN3,,Salix interior Rowlee,sandbar willow
SALU,,Salix lucida Muhl.,shining willow
SALU2,,Salix lutea Nutt.,yellow willow
SANI,,Salix nigra Marshall,black willow
SANIC4,,Sambucus nigra L. ssp. canadensis (L.) R. Bolli,American black elderberry
SASAD,,Sapindus saponaria L. var. drummondii (Hook. & Arn.) L.D. Benson,western soapberry
SAAL5,,Sassafras albidum (Nutt.) Nees,sassafras
SHAR,,Shepherdia argentea (Pursh) Nutt.,silver buffaloberry
SMBO2,,Smilax bona-nox L.,saw greenbrier
SMGL,,Smilax glauca Walter,cat greenbrier
SMRO,,Smilax rotundifolia L.,roundleaf greenbrier
SPTO2,,Spiraea tomentosa L.,steeplebush
SYOC,,Symphoricarpos occidentalis Hook.,western snowberry
SYOR,,Symphoricarpos orbiculatus Moench,coralberry
TIAM,,Tilia americana L.,American basswood
ULAL,,Ulmus alata Michx.,winged elm
ULAM,,Ulmus americana L.,American elm
ULRU,,Ulmus rubra Muhl.,slippery elm
ULTH,,Ulmus thomasii Sarg.,rock elm
VAAR,,Vaccinium arboreum Marshall,farkleberry
VAST,,Vaccinium stamineum L.,deerberry
VIPR,,Viburnum prunifolium L.,blackhaw
YUGL,,Yucca glauca Nutt.,soapweed yucca
