Search type: Characteristics
Shrub|Tree|Native - L48|Native - CAN|Ontario

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
SAIN3,,Salix interior Rowlee,sandbar willow
SALU,,Salix lucida Muhl.,shining willow
SALU2,,Salix lutea Nutt.,yellow willow
SANI,,Salix nigra Marshall,black willow
SAPL2,,Salix planifolia Pursh,diamondleaf willow
SARE2,,Salix reticulata L.,netleaf willow
SANIC4,,Sambucus nigra L. ssp. canadensis (L.) R. Bolli,American black elderberry
SARAR3,,Sambucus racemosa L. var. racemosa,red elderberry
SAAL5,,Sassafras albidum (Nutt.) Nees,sassafras
SHCA,,Shepherdia canadensis (L.) Nutt.,russet buffaloberry
SMRO,,Smilax rotundifolia L.,roundleaf greenbrier
SOAM3,,Sorbus americana Marshall,American mountain ash
SODE3,,Sorbus decora (Sarg.) C.K. Schneid.,northern mountain ash
SPAL2,,Spiraea alba Du Roi,white meadowsweet
SPTO2,,Spiraea tomentosa L.,steeplebush
SYAL,,Symphoricarpos albus (L.) S.F. Blake,common snowberry
SYOC,,Symphoricarpos occidentalis Hook.,western snowberry
SYOR,,Symphoricarpos orbiculatus Moench,coralberry
TACA7,,Taxus canadensis Marshall,Canada yew
THOC2,,Thuja occidentalis L.,arborvitae
TIAM,,Tilia americana L.,American basswood
TIAMH,,Tilia americana L. var. heterophylla (Vent.) Loudon,American basswood
TSCA,,Tsuga canadensis (L.) Carrière,eastern hemlock
ULAM,,Ulmus americana L.,American elm
ULRU,,Ulmus rubra Muhl.,slippery elm
ULTH,,Ulmus thomasii Sarg.,rock elm
VAAN,,Vaccinium angustifolium Aiton,lowbush blueberry
VACE,,Vaccinium cespitosum Michx.,dwarf bilberry
VACE,VACA13,"Vaccinium caespitosum Michx., orth. var.",
VACO,,Vaccinium corymbosum L.,highbush blueberry
VAME,,Vaccinium membranaceum Douglas ex Torr.,thinleaf huckleberry
VAOV,,Vaccinium ovalifolium Sm.,oval-leaf blueberry
VAST,,Vaccinium stamineum L.,deerberry
VAUL,,Vaccinium uliginosum L.,bog blueberry
VAVI,,Vaccinium vitis-idaea L.,lingonberry
VIAC,,Viburnum acerifolium L.,mapleleaf viburnum
VIED,,Viburnum edule (Michx.) Raf.,squashberry
VILA11,,Viburnum lantanoides Michx.,hobblebush
VILE,,Viburnum lentago L.,nannyberry
VINUC,,Viburnum nudum L. var. cassinoides (L.) Torr. & A. Gray,withe-rod
VIOP,,Viburnum opulus L.,European cranberrybush
VIOPA2,,Viburnum opulus L. var. americanum Aiton,American cranberrybush
VIRA,,Viburnum rafinesqueanum Schult.,downy arrowwood
VIRE7,,Viburnum recognitum Fernald,southern arrowwood
VIRE7,VIDEL,Viburnum dentatum L. var. lucidum Aiton,
